Product title,Product variant title,Week,Ending inventory units,Inventory units sold
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","2026-04-13","35","48"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Full Figure","2026-04-13","1","8"
"Baby Swaddle Set: Black","Hat & Bow","2026-04-13","135","2"
"Finley Romper in Emerald","Emerald / 18-24 Months","2026-04-13","3","0"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","2026-04-13","2","0"
"Finley Romper in Midnight Blue","Midnight Blue / 3-6 Months","2026-04-13","-2","0"
"Finley Romper in Midnight Blue","Midnight Blue / 16-24 Months","2026-04-13","25","0"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Curve","2026-04-13","45","6"
"Lila Labor & Postpartum Gown in Plum","Plum / Slim Petite","2026-04-13","2","8"
"Finley Romper in Vintage Floral","Vintage Floral / 6-9 Months","2026-04-13","7","0"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Petite","2026-04-13","1","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","2XL","2026-04-13","0","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Large","2026-04-13","2","1"
"Finley Romper in Deep Teal","Deep Teal / 12-16 Months","2026-04-13","64","0"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","2026-04-13","-1","5"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","2026-04-13","1","0"
"Amelia Labor & Postpartum Gown Lilac","Curve","2026-04-13","15","0"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Standard","2026-04-13","-2","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Extra Large","2026-04-13","15","1"
"Amelia Labor & Postpartum Gown in Sage","Sage / Petite","2026-04-13","23","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Medium","2026-04-13","28","2"
"Amelia Labor & Postpartum Gown Lilac","Slim Petite","2026-04-13","15","0"
"Finley Romper in Deep Teal","Deep Teal / 6-9 Months","2026-04-13","18","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Small","2026-04-13","8","0"
"Amelia Labor & Postpartum Gown in Plum","Plum / Standard","2026-04-13","-2","3"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Curve","2026-04-13","7","1"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-04-13","1","3"
"Amelia Labor & Postpartum Gown in Black","Black / Full Figure","2026-04-13","9","7"
"Lila Labor & Postpartum Gown in Plum","Plum / Standard","2026-04-13","-1","52"
"Baby Swaddle Set: Periwinkle","Hat & Bow","2026-04-13","-1","1"
"Finley Romper in Periwinkle","Periwinkle / 9-12 Months","2026-04-13","20","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Medium","2026-04-13","0","0"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-04-13","21","0"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-04-13","-4","11"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Medium","2026-04-13","0","1"
"Finley Romper in Vintage Floral","Vintage Floral / 3-6 Months","2026-04-13","-1","0"
"Finley Romper in Vintage Floral","Vintage Floral / 12-18 Months","2026-04-13","11","0"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","2026-04-13","13","1"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Slim Petite","2026-04-13","21","8"
"Robes in Periwinkle","Mia Robe / Short","2026-04-13","0","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Curve","2026-04-13","9","2"
"Robes in Deep Teal","Laura Robe / Long","2026-04-13","57","8"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Extra Large","2026-04-13","3","3"
"Finley Romper in Deep Teal","Deep Teal / 9-12 Months","2026-04-13","64","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Curve","2026-04-13","15","7"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","2026-04-13","-1","1"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Curve","2026-04-13","6","0"
"Amelia Labor & Postpartum Gown in Plum","Plum / Curve","2026-04-13","8","0"
"Amelia Labor & Postpartum Gown in Plum","Plum / Full Figure","2026-04-13","14","2"
"Finley Romper in Vintage Floral","Vintage Floral / Newborn","2026-04-13","128","0"
"Finley Romper in Sage","Sage / Newborn","2026-04-13","-2","0"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","2026-04-13","15","12"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Slim Petite","2026-04-13","0","0"
"Robes in Midnight Blue","Laura Robe / Long","2026-04-13","68","3"
"Finley Romper in Deep Teal","Deep Teal / 3-6 Months","2026-04-13","0","0"
"Robes in Periwinkle","Laura Robe / Long","2026-04-13","1","4"
"Amelia Labor & Postpartum Gown in Black","Black / Standard","2026-04-13","5","7"
"Finley Romper in Periwinkle","Periwinkle / 18-24 Months","2026-04-13","20","0"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Slim Petite","2026-04-13","0","0"
"Finley Romper in Black","Black / 12-18 Months","2026-04-13","40","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Standard","2026-04-13","1","20"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","2026-04-13","-5","1"
"Finley Romper in Vintage Floral","Vintage Floral / 18-24 Months","2026-04-13","15","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Full Figure","2026-04-13","-1","15"
"Amelia Labor & Postpartum Gown in Plum","Plum / Slim Petite","2026-04-13","1","0"
"Robes in Sage","Laura Robe / Long","2026-04-13","0","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Small","2026-04-13","59","2"
"Robes in Deep Teal","Mia Robe / Short","2026-04-13","55","4"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Full Figure","2026-04-13","12","2"
"Robes in Black","Mia Robe / Short","2026-04-13","54","3"
"Finley Romper in Plum","Plum / 6-9 Months","2026-04-13","112","0"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Slim Petite","2026-04-13","-1","12"
"Finley Romper in Plum","Plum / 3-6 Months","2026-04-13","-1","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Small","2026-04-13","40","0"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Full Figure","2026-04-13","1","10"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Standard","2026-04-13","40","2"
"Finley Romper in Midnight Blue","Midnight Blue / 9-12 Months","2026-04-13","31","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Large","2026-04-13","0","0"
"Lila Labor & Postpartum Gown in Black","Black / Slim Petite","2026-04-13","23","6"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Large","2026-04-13","46","0"
"Robes in Lilac","Mia Robe / Short","2026-04-13","1","0"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","2026-04-13","20","1"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","2026-04-13","0","0"
"Finley Romper in Deep Teal","Deep Teal / Newborn","2026-04-13","145","6"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","2026-04-13","0","0"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","2026-04-13","14","0"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Full Figure","2026-04-13","15","0"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Petite","2026-04-13","0","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Small","2026-04-13","22","2"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","2026-04-13","0","2"
"Finley Romper in Emerald","Emerald / 9-12 Months","2026-04-13","82","0"
"Amelia Labor & Postpartum Gown in Black","Black / Petite","2026-04-13","1","0"
"Finley Romper in Vintage Floral","Vintage Floral / 9-12 Months","2026-04-13","5","0"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-04-13","1","0"
"Baby Swaddle Set: Deep Teal","Hat & Bow","2026-04-13","0","9"
"Finley Romper in Dusty Rose","Dusty Rose / 6-9 Months","2026-04-13","31","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Medium","2026-04-13","2","3"
"Robes in Lilac","Laura Robe / Long","2026-04-13","0","0"
"Robes in Emerald","Mia Robe / Short","2026-04-13","-28","0"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","2026-04-13","0","0"
"Finley Romper in Black","Black / 3-6 Months","2026-04-13","-1","0"
"Finley Romper in Emerald","Emerald / 3-6 Months","2026-04-13","75","1"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Petite","2026-04-13","40","1"
"Amelia Labor & Postpartum Gown in Sage","Sage / Standard","2026-04-13","14","5"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Small","2026-04-13","9","0"
"Finley Romper in Black","Black / 18-24 Months","2026-04-13","83","0"
"Finley Romper in Lilac","Lilac / Newborn","2026-04-13","17","0"
"Finley Romper in Lilac","Lilac / 6-9 Months","2026-04-13","18","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Full Figure","2026-04-13","13","8"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Medium","2026-04-13","16","0"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Standard","2026-04-13","0","15"
"Baby Swaddle Set: Lilac","Hat & Bow","2026-04-13","146","1"
"Robes in Vintage Floral","Mia Robe / Short","2026-04-13","-3","1"
"Finley Romper in Periwinkle","Periwinkle / 3-6 Months","2026-04-13","30","0"
"Finley Romper in Emerald","Emerald / 6-9 Months","2026-04-13","18","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","2XL","2026-04-13","17","1"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","2026-04-13","1","0"
"Baby Swaddle Set: Midnight Blue","Hat & Bow","2026-04-13","57","15"
"Lila Labor & Postpartum Gown in Black","Black / Standard","2026-04-13","-34","18"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Full Figure","2026-04-13","3","19"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","2026-04-13","5","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","2XL","2026-04-13","15","3"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","2026-04-13","57","2"
"Baby Swaddle Set: Emerald","Hat & Bow","2026-04-13","-3","0"
"Finley Romper in Dusty Rose","Dusty Rose / Newborn","2026-04-13","30","0"
"Baby Swaddle Set: Sage","Hat & Bow","2026-04-13","45","9"
"Amelia Labor & Postpartum Gown Lilac","Petite","2026-04-13","0","0"
"Baby Swaddle Set: Dusty Rose","Hat & Bow","2026-04-13","44","9"
"Amelia Labor & Postpartum Gown Lilac","Full Figure","2026-04-13","1","0"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","2026-04-13","144","4"
"Robes in Plum","Laura Robe / Long","2026-04-13","35","8"
"Finley Romper in Deep Teal","Deep Teal / 16-24 Months","2026-04-13","63","1"
"Finley Romper in Emerald","Emerald / Newborn","2026-04-13","-4","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Slim Petite","2026-04-13","1","6"
"Finley Romper in Midnight Blue","Midnight Blue / Newborn","2026-04-13","-3","0"
"Robes in Dusty Rose","Mia Robe / Short","2026-04-13","0","0"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","2026-04-13","45","16"
"Robes in Sage","Mia Robe / Short","2026-04-13","0","0"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","2026-04-13","1","3"
"Finley Romper in Midnight Blue","Midnight Blue / 12-16 Months","2026-04-13","20","0"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","2026-04-13","11","4"
"Baby Swaddle Set: Sage","Hat & Bow","2026-04-20","34","11"
"Amelia Labor & Postpartum Gown Lilac","Petite","2026-04-20","0","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","2XL","2026-04-20","13","2"
"Finley Romper in Dusty Rose","Dusty Rose / Newborn","2026-04-20","30","0"
"Baby Swaddle Set: Emerald","Hat & Bow","2026-04-20","-3","0"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","2026-04-20","46","10"
"Baby Swaddle Set: Midnight Blue","Hat & Bow","2026-04-20","43","14"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Full Figure","2026-04-20","2","11"
"Lila Labor & Postpartum Gown in Black","Black / Standard","2026-04-20","64","35"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","2XL","2026-04-20","17","0"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","2026-04-20","1","0"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","2026-04-20","6","5"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","2026-04-20","1","0"
"Robes in Sage","Mia Robe / Short","2026-04-20","45","0"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","2026-04-20","215","31"
"Finley Romper in Deep Teal","Deep Teal / 16-24 Months","2026-04-20","63","0"
"Robes in Plum","Laura Robe / Long","2026-04-20","30","5"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","2026-04-20","142","2"
"Lila Labor & Postpartum Gown in Sage","Sage / Slim Petite","2026-04-20","1","0"
"Finley Romper in Midnight Blue","Midnight Blue / Newborn","2026-04-20","-3","0"
"Finley Romper in Emerald","Emerald / Newborn","2026-04-20","-5","1"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","2026-04-20","2","1"
"Baby Swaddle Set: Dusty Rose","Hat & Bow","2026-04-20","37","7"
"Amelia Labor & Postpartum Gown Lilac","Full Figure","2026-04-20","1","0"
"Finley Romper in Midnight Blue","Midnight Blue / 16-24 Months","2026-04-20","25","0"
"Finley Romper in Black","Black / 18-24 Months","2026-04-20","83","0"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","2026-04-20","0","0"
"Robes in Emerald","Mia Robe / Short","2026-04-20","11","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Small","2026-04-20","9","0"
"Amelia Labor & Postpartum Gown in Sage","Sage / Standard","2026-04-20","11","5"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Petite","2026-04-20","39","1"
"Lila Labor & Postpartum Gown in Plum","Plum / Standard","2026-04-20","-3","23"
"Finley Romper in Emerald","Emerald / 3-6 Months","2026-04-20","73","2"
"Finley Romper in Black","Black / 3-6 Months","2026-04-20","61","1"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-04-20","1","0"
"Robes in Lilac","Laura Robe / Long","2026-04-20","20","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Medium","2026-04-20","24","2"
"Finley Romper in Dusty Rose","Dusty Rose / 6-9 Months","2026-04-20","31","0"
"Baby Swaddle Set: Deep Teal","Hat & Bow","2026-04-20","5","14"
"Robes in Vintage Floral","Mia Robe / Short","2026-04-20","4","11"
"Finley Romper in Emerald","Emerald / 6-9 Months","2026-04-20","18","0"
"Finley Romper in Periwinkle","Periwinkle / 3-6 Months","2026-04-20","29","1"
"Baby Swaddle Set: Lilac","Hat & Bow","2026-04-20","146","0"
"Amelia Labor & Postpartum Gown in Sage","Sage / Petite","2026-04-20","23","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Medium","2026-04-20","15","1"
"Lila Labor & Postpartum Gown in Sage","Sage / Full Figure","2026-04-20","4","9"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Standard","2026-04-20","-1","1"
"Finley Romper in Lilac","Lilac / 6-9 Months","2026-04-20","18","0"
"Finley Romper in Lilac","Lilac / Newborn","2026-04-20","17","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Small","2026-04-20","59","0"
"Finley Romper in Plum","Plum / 6-9 Months","2026-04-20","112","0"
"Robes in Black","Mia Robe / Short","2026-04-20","50","4"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Full Figure","2026-04-20","11","1"
"Robes in Deep Teal","Mia Robe / Short","2026-04-20","51","4"
"Amelia Labor & Postpartum Gown in Plum","Plum / Slim Petite","2026-04-20","9","3"
"Robes in Sage","Laura Robe / Long","2026-04-20","38","2"
"Finley Romper in Vintage Floral","Vintage Floral / 18-24 Months","2026-04-20","15","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Full Figure","2026-04-20","1","3"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","2026-04-20","-4","0"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","2026-04-20","0","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Small","2026-04-20","22","0"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Petite","2026-04-20","0","0"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Full Figure","2026-04-20","13","2"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","2026-04-20","14","0"
"Amelia Labor & Postpartum Gown in Black","Black / Petite","2026-04-20","1","0"
"Finley Romper in Emerald","Emerald / 9-12 Months","2026-04-20","82","0"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","2026-04-20","18","2"
"Robes in Lilac","Mia Robe / Short","2026-04-20","21","0"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","2026-04-20","0","0"
"Finley Romper in Deep Teal","Deep Teal / Newborn","2026-04-20","142","3"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","2026-04-20","0","0"
"Lila Labor & Postpartum Gown in Black","Black / Slim Petite","2026-04-20","-1","26"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Large","2026-04-20","46","0"
"Finley Romper in Plum","Plum / 3-6 Months","2026-04-20","-1","0"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Slim Petite","2026-04-20","-1","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Large","2026-04-20","20","0"
"Finley Romper in Midnight Blue","Midnight Blue / 9-12 Months","2026-04-20","31","0"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Full Figure","2026-04-20","0","1"
"Finley Romper in Deep Teal","Deep Teal / 9-12 Months","2026-04-20","64","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Extra Large","2026-04-20","46","2"
"Lila Labor & Postpartum Gown in Sage","Sage / Petite","2026-04-20","5","5"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Large","2026-04-20","50","2"
"Lila Labor & Postpartum Gown in Sage","Sage / Curve","2026-04-20","5","4"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Slim Petite","2026-04-20","16","5"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","2026-04-20","11","3"
"Baby Swaddle Set: Vintage Floral","Hat & Bow","2026-04-20","21","12"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Slim Petite","2026-04-20","-1","1"
"Finley Romper in Black","Black / 12-18 Months","2026-04-20","40","0"
